2,3093379619250.00,42.362541,-71.098532,3.75,32760,31759,33324,28.34,27.62,0,0,0,0,3532,0,0,726715,129,77,214159,290,318,0
2,3093379620000.00,42.362758,-71.090684,3.8,32770,31770,33334,28.77,27.73,0,0,0,0,3528,0,0,726705,143,80,214162,300,320,0
2,3093379620750.00,42.3624916,-71.0911046,3.9,32780,31781,33344,29.2,27.84,0,0,0,0,3524,0,0,726695,157,83,214165,310,322,0
2,3093379621500.00,42.3622252,-71.0915252,3.7,32790,31792,33354,29.63,27.95,0,0,0,0,3520,0,0,726685,171,86,214168,320,324,0
2,3093379622250.00,42.3619588,-71.0919458,3.775,32800,31803,33364,30.06,28.06,0,0,0,0,3516,0,0,726675,185,89,214171,330,326,0
2,3093379623000.00,42.3616924,-71.0923664,3.77,32810,31814,33374,30.49,28.17,0,0,0,0,3512,0,0,726665,199,92,214174,340,328,0
2,3093379623750.00,42.361426,-71.092787,3.765,32820,31825,33384,30.92,28.28,0,0,0,0,3508,0,0,726655,213,95,214177,350,330,0
2,3093379624500.00,42.3611596,-71.0932076,3.76,32830,31836,33394,31.35,28.39,0,0,0,0,3504,0,0,726645,227,98,214180,360,332,0
2,3093379625250.00,42.3608932,-71.0936282,3.755,32840,31847,33404,31.78,28.5,0,0,0,0,3500,0,0,726635,241,101,214183,370,334,0
2,3093379626000.00,42.3606268,-71.0940488,3.75,32850,31858,33414,32.21,28.61,0,0,0,0,3496,0,0,726625,255,104,214186,380,336,0
2,3093379626750.00,42.3603604,-71.0944694,3.745,32860,31869,33424,32.64,28.72,0,0,0,0,3492,0,0,726615,269,107,214189,390,338,0
2,3093379627500.00,42.360094,-71.09489,3.74,32870,31880,33434,33.07,28.83,0,0,0,0,3488,0,0,726605,283,110,214192,400,340,0
2,3093379628250.00,42.35951653,-71.09455523,3.735,32880,31891,33444,33.5,28.94,0,0,0,0,3484,0,0,726595,297,113,214195,410,342,0
2,3093379629000.00,42.35893907,-71.09422047,3.73,32890,31902,33454,33.93,29.05,0,0,0,0,3480,0,0,726585,311,116,214198,420,344,0
2,3093379629750.00,42.3583616,-71.0938857,3.725,32900,31913,33464,34.36,29.16,0,0,0,0,3476,0,0,726575,325,119,214201,430,346,0
2,3093379630500.00,42.35778413,-71.09355093,3.72,32910,31924,33474,34.79,29.27,0,0,0,0,3472,0,0,726565,339,122,214204,440,348,0
2,3093379631250.00,42.35720667,-71.09321617,3.715,32920,31935,33484,35.22,29.38,0,0,0,0,3468,0,0,726555,353,125,214207,450,350,0
2,3093379632000.00,42.3566292,-71.0928814,3.71,32930,31946,33494,35.65,29.49,0,0,0,0,3464,0,0,726545,367,128,214210,460,352,0
2,3093379632750.00,42.35605173,-71.09254663,3.705,32940,31957,33504,36.08,29.6,0,0,0,0,3460,0,0,726535,381,131,214213,470,354,0
2,3093379633500.00,42.35547427,-71.09221187,3.7,32950,31968,33514,36.51,29.71,0,0,0,0,3456,0,0,726525,395,134,214216,480,356,0
2,3093379634250.00,42.3548968,-71.0918771,3.695,32960,31979,33524,36.94,29.82,0,0,0,0,3452,0,0,726515,409,137,214219,490,358,0
2,3093379635000.00,42.35431933,-71.09154233,3.69,32970,31990,33534,37.37,29.93,0,0,0,0,3448,0,0,726505,423,140,214222,500,360,0
2,3093379635750.00,42.35374187,-71.09120757,3.685,32980,32001,33544,37.8,30.04,0,0,0,0,3444,0,0,726495,437,143,214225,510,362,0
2,3093379636500.00,42.3531644,-71.0908728,3.68,32990,32012,33554,38.23,30.15,0,0,0,0,3440,0,0,726485,451,146,214228,520,364,0
2,3093379637250.00,42.35258693,-71.09053803,3.675,33000,32023,33564,38.66,30.26,0,0,0,0,3436,0,0,726475,465,149,214231,530,366,0
2,3093379638000.00,42.35200947,-71.09020327,3.67,33010,32034,33574,39.09,30.37,0,0,0,0,3432,0,0,726465,479,152,214234,540,368,0
2,3093379638750.00,42.351432,-71.0898685,3.665,33020,32045,33584,39.52,30.48,0,0,0,0,3428,0,0,726455,493,155,214237,550,370,0
2,3093379639500.00,42.35085453,-71.08953373,3.66,33030,32056,33594,39.95,30.59,0,0,0,0,3424,0,0,726445,507,158,214240,560,372,0
2,3093379640250.00,42.35027707,-71.08919897,3.655,33040,32067,33604,40.38,30.7,0,0,0,0,3420,0,0,726435,521,161,214243,570,374,0
2,3093379641000.00,42.3496996,-71.0888642,3.65,33050,32078,33614,40.81,30.81,0,0,0,0,3416,0,0,726425,535,164,214246,580,376,0
2,3093379641750.00,42.34912213,-71.08852943,3.645,33060,32089,33624,41.24,30.92,0,0,0,0,3412,0,0,726415,549,167,214249,590,378,0
2,3093379642500.00,42.34854467,-71.08819467,3.64,33070,32100,33634,41.67,31.03,0,0,0,0,3408,0,0,726405,563,170,214252,600,380,0
2,3093379643250.00,42.3479672,-71.0878599,3.635,33080,32111,33644,42.1,31.14,0,0,0,0,3404,0,0,726395,577,173,214255,610,382,0
2,3093379644000.00,42.34738973,-71.08752513,3.63,33090,32122,33654,42.53,31.25,0,0,0,0,3400,0,0,726385,591,176,214258,620,384,0
2,3093379644750.00,42.34681227,-71.08719037,3.625,33100,32133,33664,42.96,31.36,0,0,0,0,3396,0,0,726375,605,179,214261,630,386,0
2,3093379645500.00,42.3462348,-71.0868556,3.62,33110,32144,33674,43.39,31.47,0,0,0,0,3392,0,0,726365,619,182,214264,640,388,0
2,3093379646250.00,42.34565733,-71.08652083,3.615,33120,32155,33684,43.82,31.58,0,0,0,0,3388,0,0,726355,633,185,214267,650,390,0
2,3093379647000.00,42.34507987,-71.08618607,3.61,33130,32166,33694,44.25,31.69,0,0,0,0,3384,0,0,726345,647,188,214270,660,392,0
2,3093379647750.00,42.3445024,-71.0858513,3.605,33140,32177,33704,44.68,31.8,0,0,0,0,3380,0,0,726335,661,191,214273,670,394,0
2,3093379648500.00,42.34392493,-71.08551653,3.6,33150,32188,33714,45.11,31.91,0,0,0,0,3376,0,0,726325,675,194,214276,680,396,0
2,3093379649250.00,42.34334747,-71.08518177,3.595,33160,32199,33724,45.54,32.02,0,0,0,0,3372,0,0,726315,689,197,214279,690,398,0
2,3093379650000.00,42.34277,-71.084847,3.59,33170,32210,33734,45.97,32.13,0,0,0,0,3368,0,0,726305,703,200,214282,700,400,0
2,3093379650750.00,42.3433855,-71.0841003,3.585,33180,32221,33744,46.4,32.24,0,0,0,0,3364,0,0,726295,717,203,214285,710,402,0
2,3093379651500.00,42.344001,-71.0833536,3.58,33190,32232,33754,46.83,32.35,0,0,0,0,3360,0,0,726285,731,206,214288,720,404,0
2,3093379652250.00,42.3446165,-71.0826069,3.575,33200,32243,33764,47.26,32.46,0,0,0,0,3356,0,0,726275,745,209,214291,730,406,0
2,3093379653000.00,42.345232,-71.0818602,3.57,33210,32254,33774,47.69,32.57,0,0,0,0,3352,0,0,726265,759,212,214294,740,408,0
2,3093379653750.00,42.3458475,-71.0811135,3.565,33220,32265,33784,48.12,32.68,0,0,0,0,3348,0,0,726255,773,215,214297,750,410,0
2,3093379654500.00,42.346463,-71.0803668,3.56,33230,32276,33794,48.55,32.79,0,0,0,0,3344,0,0,726245,787,218,214300,760,412,0
2,3093379655250.00,42.3470785,-71.0796201,3.555,33240,32287,33804,48.98,32.9,0,0,0,0,3340,0,0,726235,801,221,214303,770,414,0
